127.0.0.1 - - [10/Apr/2023:01:29:23 +0900] "GET / HTTP/1.1" 404 807
192.168.219.103 - - [10/Apr/2023:23:57:46 +0900] "GET /board/modify?boardId=462 HTTP/1.1" 404 823
192.168.219.103 - - [10/Apr/2023:23:58:38 +0900] "GET /logout HTTP/1.1" 302 -
192.168.219.103 - - [10/Apr/2023:23:58:38 +0900] "GET /index HTTP/1.1" 200 413
192.168.219.103 - - [10/Apr/2023:23:58:38 +0900] "GET /resource/css/style.css?1681138718928 HTTP/1.1" 200 968
192.168.219.103 - - [10/Apr/2023:23:58:41 +0900] "GET /board HTTP/1.1" 200 3492
192.168.219.103 - - [10/Apr/2023:23:58:41 +0900] "GET /resource/css/board.css?1681138721505 HTTP/1.1" 200 3133
192.168.219.103 - - [10/Apr/2023:23:58:42 +0900] "GET /detail?boardId=462 HTTP/1.1" 500 1264
192.168.219.103 - - [10/Apr/2023:23:58:49 +0900] "GET /index HTTP/1.1" 200 413
192.168.219.103 - - [10/Apr/2023:23:58:49 +0900] "GET /resource/css/style.css?1681138729054 HTTP/1.1" 200 968
192.168.219.103 - - [10/Apr/2023:23:58:49 +0900] "GET /index HTTP/1.1" 200 413
192.168.219.103 - - [10/Apr/2023:23:58:49 +0900] "GET /resource/css/style.css?1681138729295 HTTP/1.1" 200 968
192.168.219.103 - - [10/Apr/2023:23:58:49 +0900] "GET /index HTTP/1.1" 200 413
192.168.219.103 - - [10/Apr/2023:23:58:49 +0900] "GET /resource/css/style.css?1681138729534 HTTP/1.1" 200 968
192.168.219.103 - - [10/Apr/2023:23:58:50 +0900] "GET /login HTTP/1.1" 200 509
192.168.219.103 - - [10/Apr/2023:23:58:50 +0900] "GET /resource/css/style.css?1681138730217 HTTP/1.1" 200 968
192.168.219.103 - - [10/Apr/2023:23:58:53 +0900] "GET /login-task?id=tae&pass=123 HTTP/1.1" 302 -
192.168.219.103 - - [10/Apr/2023:23:58:53 +0900] "GET /index HTTP/1.1" 200 416
192.168.219.103 - - [10/Apr/2023:23:58:53 +0900] "GET /resource/css/style.css?1681138733448 HTTP/1.1" 200 968
192.168.219.103 - - [10/Apr/2023:23:58:54 +0900] "GET /board HTTP/1.1" 200 3492
192.168.219.103 - - [10/Apr/2023:23:58:54 +0900] "GET /resource/css/board.css?1681138734640 HTTP/1.1" 200 3133
